date,event,fighter1,fighter1 - open,fighter1 - 48h,fighter1 - close,fighter2,fighter2 - open,fighter2 - 48h,fighter2 - close,winner
2022-06-25,UFC on ESPN: Tsarukyan vs. Gamrot,Mateusz Gamrot,2022-06-07 20:42:00 - price: +120,2022-06-24 04:58:00 - price: +236,2022-06-26 00:42:00 - price: +208,Arman Tsarukyan,2022-06-07 20:42:00 - price: -140,2022-06-24 04:58:00 - price: -295,2022-06-26 00:42:00 - price: -256,Mateusz Gamrot
2022-06-25,UFC on ESPN: Tsarukyan vs. Gamrot,Nate Maness,2022-06-07 20:44:00 - price: +375,2022-06-24 04:58:00 - price: +632,2022-06-25 22:50:00 - price: +652,Umar Nurmagomedov,2022-06-07 20:44:00 - price: -500,2022-06-24 04:58:00 - price: -1027,2022-06-25 22:50:00 - price: -1066,Umar Nurmagomedov
2022-06-25,UFC on ESPN: Tsarukyan vs. Gamrot,Mario Bautista,2022-06-07 20:44:00 - price: -140,2022-06-23 18:02:00 - price: -171,2022-06-25 19:48:00 - price: -189,Brian Kelleher,2022-06-07 20:44:00 - price: +120,2022-06-23 18:02:00 - price: +142,2022-06-25 19:48:00 - price: +157,Mario Bautista
2022-06-25,UFC on ESPN: Tsarukyan vs. Gamrot,Neil Magny,2022-06-07 20:42:00 - price: +235,2022-06-24 02:44:00 - price: +333,2022-06-26 00:10:00 - price: +372,Shavkat Rakhmonov,2022-06-07 20:42:00 - price: -275,2022-06-24 02:44:00 - price: -440,2022-06-26 00:10:00 - price: -503,Shavkat Rakhmonov
2022-06-25,UFC on ESPN: Tsarukyan vs. Gamrot,Sergey Morozov,2022-06-07 20:42:00 - price: -110,2022-06-23 19:20:00 - price: -146,2022-06-25 20:36:00 - price: -160,Raulian Paiva,2022-06-07 20:42:00 - price: -110,2022-06-23 19:20:00 - price: +120,2022-06-25 20:36:00 - price: +134,Sergey Morozov
2022-06-25,UFC on ESPN: Tsarukyan vs. Gamrot,Alan Baudot,2022-06-07 20:42:00 - price: -115,2022-06-23 19:00:00 - price: -119,2022-06-25 23:41:00 - price: +105,Josh Parisian,2022-06-07 20:42:00 - price: -105,2022-06-23 19:00:00 - price: -104,2022-06-25 23:41:00 - price: -126,Josh Parisian
2022-06-25,UFC on ESPN: Tsarukyan vs. Gamrot,Chris Curtis,2022-06-07 20:42:00 - price: -180,2022-06-23 19:24:00 - price: -129,2022-06-25 22:16:00 - price: -120,Rodolfo Vieira,2022-06-07 20:42:00 - price: +155,2022-06-23 19:24:00 - price: +105,2022-06-25 22:16:00 - price: -101,Chris Curtis
2022-06-18,UFC Fight Night: Kattar vs. Emmett,Kevin Holland,2022-05-24 15:28:00 - price: -310,2022-06-16 18:58:00 - price: -294,2022-06-18 21:04:00 - price: -359,Tim Means,2022-05-24 15:28:00 - price: +260,2022-06-16 18:58:00 - price: +235,2022-06-18 21:04:00 - price: +280,Kevin Holland
2022-06-18,UFC Fight Night: Kattar vs. Emmett,Joaquin Buckley,2022-05-24 15:28:00 - price: +140,2022-06-16 18:58:00 - price: +195,2022-06-18 20:32:00 - price: +182,Albert Duraev,2022-05-24 15:28:00 - price: -160,2022-06-16 18:58:00 - price: -241,2022-06-18 20:32:00 - price: -223,Joaquin Buckley
2022-06-18,UFC Fight Night: Kattar vs. Emmett,Kyle Daukaus,2022-05-24 15:30:00 - price: -175,2022-06-16 14:54:00 - price: -261,2022-06-18 16:11:00 - price: -264,Roman Dolidze,2022-05-24 15:30:00 - price: +150,2022-06-16 14:54:00 - price: +210,2022-06-18 16:11:00 - price: +215,Roman Dolidze
2022-06-18,UFC Fight Night: Kattar vs. Emmett,Julian Marquez,2022-05-24 15:30:00 - price: -110,2022-06-16 18:58:00 - price: +150,2022-06-18 19:36:00 - price: +142,Gregory Rodrigues,2022-05-24 15:30:00 - price: -110,2022-06-16 18:58:00 - price: -181,2022-06-18 19:36:00 - price: -170,Gregory Rodrigues
2022-06-18,UFC Fight Night: Kattar vs. Emmett,Tony Kelley,2022-05-24 15:30:00 - price: +285,2022-06-16 18:26:00 - price: +242,2022-06-18 19:20:00 - price: +318,Adrian Yanez,2022-05-24 15:30:00 - price: -350,2022-06-16 18:26:00 - price: -305,2022-06-18 19:20:00 - price: -330,Adrian Yanez
2022-06-18,UFC Fight Night: Kattar vs. Emmett,Cody Stamann,2022-05-24 15:28:00 - price: -275,2022-06-16 13:04:00 - price: -534,2022-06-18 16:53:00 - price: -692,Eddie Wineland,2022-05-24 15:28:00 - price: +235,2022-06-16 13:04:00 - price: +386,2022-06-18 16:53:00 - price: +484,Cody Stamann
2022-06-18,UFC Fight Night: Kattar vs. Emmett,Jasmine Jasudavicius,2022-05-24 15:30:00 - price: -260,2022-06-16 12:56:00 - price: -249,2022-06-18 18:38:00 - price: -248,Natalia Silva,2022-05-24 15:30:00 - price: +220,2022-06-16 12:56:00 - price: +200,2022-06-18 18:38:00 - price: +202,Natalia Silva
2022-06-18,UFC Fight Night: Kattar vs. Emmett,Josh Emmett,2022-05-24 15:32:00 - price: +145,2022-06-16 18:58:00 - price: +189,2022-06-18 21:33:00 - price: +203,Calvin Kattar,2022-05-24 15:32:00 - price: -170,2022-06-16 18:58:00 - price: -235,2022-06-18 21:33:00 - price: -257,Josh Emmett
2022-06-12,UFC 275: Teixeira vs. Prochazka,Jack Della Maddalena,2022-05-13 12:50:00 - price: +130,2022-06-09 18:16:00 - price: -158,2022-06-11 22:21:00 - price: -183,Ramazan Emeev,2022-05-13 12:50:00 - price: -150,2022-06-09 18:16:00 - price: +131,2022-06-11 22:21:00 - price: +153,Jack Della Maddalena
2022-06-12,UFC 275: Teixeira vs. Prochazka,Jiri Prochazka,2022-01-22 16:28:00 - price: -130,2022-06-10 07:08:00 - price: -206,2022-06-12 00:37:00 - price: -221,Glover Teixeira,2022-01-22 16:28:00 - price: +108,2022-06-10 07:08:00 - price: +169,2022-06-12 00:37:00 - price: +180,Jiri Prochazka
2022-06-12,UFC 275: Teixeira vs. Prochazka,Taila Santos,2022-04-09 16:14:00 - price: +400,2022-06-10 07:10:00 - price: +445,2022-06-11 23:42:00 - price: +449,Valentina Shevchenko,2022-04-09 16:14:00 - price: -600,2022-06-10 07:10:00 - price: -637,2022-06-11 23:42:00 - price: -627,Valentina Shevchenko
2022-06-12,UFC 275: Teixeira vs. Prochazka,Brendan Allen,2022-05-13 12:50:00 - price: -190,2022-06-09 18:20:00 - price: -319,2022-06-11 20:44:00 - price: -294,Jacob Malkoun,2022-05-13 12:50:00 - price: +165,2022-06-09 18:20:00 - price: +249,2022-06-11 20:44:00 - price: +236,Brendan Allen
2022-06-11,UFC 275,Joselyne Edwards,2022-05-13 12:50:00 - price: -180,2022-06-09 22:08:00 - price: -165,2022-06-11 19:12:00 - price: -172,Ramona Pascual,2022-05-13 12:50:00 - price: +155,2022-06-09 22:08:00 - price: +137,2022-06-11 19:12:00 - price: +144,Joselyne Edwards
2022-06-04,UFC Fight Night 211,Movsar Evloev,2022-05-16 08:56:00 - price: -200,2022-06-02 19:14:00 - price: -412,2022-06-04 17:50:00 - price: -419,Dan Ige,2022-05-16 08:56:00 - price: +170,2022-06-02 19:14:00 - price: +311,2022-06-04 17:50:00 - price: +321,Movsar Evloev
2022-06-04,UFC Fight Night 211,Rinat Fakhretdinov,2022-05-16 08:56:00 - price: -300,2022-06-02 16:23:00 - price: -278,2022-06-04 13:24:00 - price: -271,Andreas Michailidis,2022-05-16 08:56:00 - price: +250,2022-06-02 16:23:00 - price: +220,2022-06-04 13:24:00 - price: +217,Rinat Fakhretdinov
2022-06-04,UFC Fight Night 211,Jairzinho Rozenstruik,2022-05-16 08:54:00 - price: +140,2022-06-02 18:32:00 - price: +130,2022-06-04 18:26:00 - price: +141,Alexander Volkov,2022-05-16 08:54:00 - price: -160,2022-06-02 18:32:00 - price: -157,2022-06-04 18:26:00 - price: -168,Alexander Volkov
2022-06-04,UFC Fight Night 211,Poliana Botelho,2022-05-16 08:56:00 - price: +165,2022-06-02 16:21:00 - price: +103,2022-06-04 16:56:00 - price: +109,Karine Silva,2022-05-16 08:56:00 - price: -190,2022-06-02 16:21:00 - price: -126,2022-06-04 16:56:00 - price: -132,Karine Silva
2022-06-04,UFC Fight Night 211,Jeff Molina,2022-05-16 08:56:00 - price: -200,2022-06-02 13:30:00 - price: -186,2022-06-04 13:52:00 - price: -186,Zhalgas Zhumagulov,2022-05-16 08:56:00 - price: +170,2022-06-02 13:30:00 - price: +153,2022-06-04 13:52:00 - price: +155,Jeff Molina
2022-06-04,UFC Fight Night 211,Lucas Almeida,2022-05-16 08:56:00 - price: +155,2022-06-02 16:20:00 - price: +188,2022-06-04 17:15:00 - price: +190,Michael Trizano,2022-05-16 08:56:00 - price: -180,2022-06-02 16:20:00 - price: -234,2022-06-04 17:15:00 - price: -236,Lucas Almeida
2022-05-21,UFC Fight Night 2010,Uros Medic,2022-05-11 17:36:00 - price: +130,2022-05-19 17:46:00 - price: +121,2022-05-21 17:45:00 - price: +115,Omar Morales,2022-05-11 17:36:00 - price: -150,2022-05-19 17:46:00 - price: -146,2022-05-21 17:45:00 - price: -140,Uros Medic
2022-05-21,UFC Fight Night 2010,Jonathan Martinez,2022-05-11 17:36:00 - price: -150,2022-05-19 17:16:00 - price: -229,2022-05-21 17:15:00 - price: -262,Vince Morales,2022-05-11 17:36:00 - price: +130,2022-05-19 17:16:00 - price: +184,2022-05-21 17:15:00 - price: +212,Jonathan Martinez
2022-05-21,UFC Fight Night 2010,Tabatha Ricci,2022-05-11 17:36:00 - price: -200,2022-05-19 19:48:00 - price: -133,2022-05-21 19:49:00 - price: -132,Polyana Viana,2022-05-11 17:36:00 - price: +170,2022-05-19 19:48:00 - price: +110,2022-05-21 19:49:00 - price: +109,Tabatha Ricci
2022-05-21,UFC Fight Night 2010,Holly Holm,2022-05-11 17:36:00 - price: -210,2022-05-19 21:30:00 - price: -250,2022-05-21 21:20:00 - price: -236,Ketlen Vieira,2022-05-11 17:36:00 - price: +180,2022-05-19 21:30:00 - price: +201,2022-05-21 21:20:00 - price: +191,Ketlen Vieira
2022-05-21,UFC Fight Night 2010,Jailton Almeida,2022-05-11 17:36:00 - price: -300,2022-05-19 18:16:00 - price: -627,2022-05-21 18:14:00 - price: -541,Parker Porter,2022-05-11 17:36:00 - price: +250,2022-05-19 18:16:00 - price: +443,2022-05-21 18:14:00 - price: +400,Jailton Almeida
2022-05-21,UFC Fight Night 2010,Alen Amedovski,2022-05-11 17:36:00 - price: +185,2022-05-19 18:46:00 - price: +164,2022-05-21 18:38:00 - price: +170,Joseph Holmes,2022-05-11 17:36:00 - price: -220,2022-05-19 18:46:00 - price: -199,2022-05-21 18:38:00 - price: -207,Joseph Holmes
2022-05-21,UFC Fight Night 2010,Sam Hughes,2022-05-15 09:06:00 - price: +130,2022-05-19 16:16:00 - price: +137,2022-05-21 16:20:00 - price: +123,Elise Reed,2022-05-15 09:06:00 - price: -150,2022-05-19 16:16:00 - price: -165,2022-05-21 16:20:00 - price: -148,Sam Hughes
2022-05-21,UFC Fight Night 2010,Michel Pereira,2022-05-11 17:36:00 - price: +130,2022-05-19 20:46:00 - price: -129,2022-05-21 20:42:00 - price: -146,Santiago Ponzinibbio,2022-05-11 17:36:00 - price: -150,2022-05-19 20:46:00 - price: +108,2022-05-21 20:42:00 - price: +122,Michel Pereira
2022-05-21,UFC Fight Night 2010,Felipe Colares,2022-05-11 17:36:00 - price: -110,2022-05-19 16:46:00 - price: -182,2022-05-21 16:48:00 - price: -180,Chase Hooper,2022-05-11 17:36:00 - price: -110,2022-05-19 16:46:00 - price: +152,2022-05-21 16:48:00 - price: +151,Chase Hooper
2022-05-14,UFC Fight Night 208,Viviane Araujo,2022-05-03 23:10:00 - price: +125,2022-05-12 21:46:00 - price: -102,2022-05-14 21:38:00 - price: +105,Andrea Lee,2022-05-03 23:10:00 - price: -145,2022-05-12 21:46:00 - price: -119,2022-05-14 21:38:00 - price: -127,Viviane Araujo
2022-05-14,UFC Fight Night 208,Frank Camacho,2022-05-03 23:08:00 - price: +190,2022-05-12 22:46:00 - price: +107,2022-05-14 22:46:00 - price: +110,Manuel Torres,2022-05-03 23:08:00 - price: -225,2022-05-12 22:46:00 - price: -130,2022-05-14 22:46:00 - price: -134,Manuel Torres
2022-05-14,UFC Fight Night 208,Angela Hill,2022-05-03 23:06:00 - price: +120,2022-05-12 20:46:00 - price: +149,2022-05-14 20:42:00 - price: +172,Virna Jandiroba,2022-05-03 23:06:00 - price: -140,2022-05-12 20:46:00 - price: -179,2022-05-14 20:42:00 - price: -209,Virna Jandiroba
2022-05-14,UFC Fight Night 208,Jake Hadley,2022-05-04 08:00:00 - price: -300,2022-05-12 22:16:00 - price: -223,2022-05-14 22:15:00 - price: -213,Allan Nascimento,2022-05-04 08:00:00 - price: +250,2022-05-12 22:16:00 - price: +181,2022-05-14 22:15:00 - price: +174,Allan Nascimento
2022-05-14,UFC Fight Night 208,Jan Blachowicz,2022-12-01 11:12:00 - price: +130,2023-05-13 07:42:00 - price: +162,2023-05-15 00:27:00 - price: +169,Aleksandar Rakic,2022-12-01 11:12:00 - price: -150,2023-05-12 17:27:00 - price: -194,2023-05-15 00:27:00 - price: -204,Jan Blachowicz
2022-05-14,UFC Fight Night 208,Davey Grant,2022-05-03 23:08:00 - price: -275,2022-05-12 23:46:00 - price: -305,2022-05-14 23:38:00 - price: -290,Louis Smolka,2022-05-03 23:08:00 - price: +235,2022-05-12 23:46:00 - price: +241,2022-05-14 23:38:00 - price: +232,Davey Grant
2022-05-14,UFC Fight Night 208,Michael Johnson,2022-04-25 09:06:00 - price: -139,2022-05-12 21:16:00 - price: -149,2022-05-14 21:12:00 - price: -153,Alan Patrick,2022-04-25 09:06:00 - price: +110,2022-05-12 21:16:00 - price: +124,2022-05-14 21:12:00 - price: +128,Michael Johnson
2022-05-14,UFC Fight Night 208,Nick Maximov,2022-05-04 07:46:00 - price: -250,2022-05-12 19:46:00 - price: -385,2022-05-14 19:42:00 - price: -391,Andre Petroski,2022-05-04 07:46:00 - price: +210,2022-05-12 19:46:00 - price: +296,2022-05-14 19:42:00 - price: +295,Andre Petroski
2022-05-07,UFC 274: Oliveira vs. Gaethje,Macy Chiasson,2022-04-23 15:46:00 - price: +180,2022-05-05 21:16:00 - price: +184,2022-05-07 21:05:00 - price: +185,Norma Dumont,2022-04-23 15:46:00 - price: -210,2022-05-05 21:16:00 - price: -228,2022-05-07 21:05:00 - price: -227,Macy Chiasson
2022-05-07,UFC 274: Oliveira vs. Gaethje,Brandon Royval,2022-04-23 15:46:00 - price: -200,2022-05-05 20:46:00 - price: -253,2022-05-07 20:42:00 - price: -259,Matt Schnell,2022-04-23 15:46:00 - price: +170,2022-05-05 20:46:00 - price: +205,2022-05-07 20:42:00 - price: +209,Brandon Royval
2022-05-07,UFC 274: Oliveira vs. Gaethje,Danny Roberts,2022-04-23 15:46:00 - price: +120,2022-05-05 23:36:00 - price: -104,2022-05-07 21:41:00 - price: -122,Francisco Trinaldo,2022-04-23 15:46:00 - price: -140,2022-05-05 23:36:00 - price: -117,2022-05-07 21:41:00 - price: +103,Francisco Trinaldo
2022-05-07,UFC 274: Oliveira vs. Gaethje,Carla Esparza,2022-03-16 22:46:00 - price: +185,2022-05-05 23:46:00 - price: +171,2022-05-08 00:02:00 - price: +187,Rose Namajunas,2022-03-16 22:46:00 - price: -220,2022-05-05 23:46:00 - price: -211,2022-05-08 00:02:00 - price: -230,Carla Esparza
2022-05-07,UFC 274: Oliveira vs. Gaethje,Justin Gaethje,2022-12-12 14:02:00 - price: +175,2023-05-06 00:16:00 - price: +142,2023-05-08 00:55:00 - price: +119,Charles Oliveira,2022-12-12 14:02:00 - price: -205,2023-05-06 00:16:00 - price: -170,2023-05-08 00:55:00 - price: -144,Charles Oliveira
2022-05-07,UFC 274: Oliveira vs. Gaethje,Tracy Cortez,2022-04-23 15:46:00 - price: -225,2022-05-05 19:20:00 - price: -153,2022-05-07 19:10:00 - price: -131,Melissa Gatto,2022-04-23 15:46:00 - price: +190,2022-05-05 19:20:00 - price: +127,2022-05-07 19:10:00 - price: +109,Tracy Cortez
2022-05-07,UFC 274: Oliveira vs. Gaethje,Michael Chandler,2022-03-10 10:50:00 - price: -155,2022-05-05 23:16:00 - price: -385,2022-05-07 23:29:00 - price: -361,Tony Ferguson,2022-03-10 10:50:00 - price: +135,2022-05-05 21:32:00 - price: +295,2022-05-07 23:29:00 - price: +280,Michael Chandler
2022-05-07,UFC 274: Oliveira vs. Gaethje,Randy Brown,2022-04-23 15:46:00 - price: -125,2022-05-05 22:52:00 - price: +101,2022-05-07 22:20:00 - price: -106,Khaos Williams,2022-04-23 15:46:00 - price: +105,2022-05-05 22:52:00 - price: -123,2022-05-07 22:20:00 - price: -114,Randy Brown
2022-04-30,UFC Fight Night: Font vs. Vera,Tristan Connelly,2022-04-10 08:08:00 - price: +130,2022-04-28 19:40:00 - price: +144,2022-04-30 19:48:00 - price: +145,Darren Elkins,2022-04-10 08:08:00 - price: -150,2022-04-28 19:40:00 - price: -172,2022-04-30 19:48:00 - price: -174,Darren Elkins
2022-04-30,UFC Fight Night: Font vs. Vera,Krzysztof Jotko,2022-04-10 08:10:00 - price: +105,2022-04-28 19:16:00 - price: -168,2022-04-30 19:16:00 - price: -191,Gerald Meerschaert,2022-04-10 08:10:00 - price: -125,2022-04-28 19:16:00 - price: +141,2022-04-30 19:16:00 - price: +160,Krzysztof Jotko
2022-04-30,UFC Fight Night: Font vs. Vera,Alexandr Romanov,2022-04-25 02:00:00 - price: -2300,2022-04-28 18:30:00 - price: -2042,2022-04-30 18:39:00 - price: -2153,Chase Sherman,2022-04-25 02:00:00 - price: +1100,2022-04-28 18:30:00 - price: +1013,2022-04-30 18:39:00 - price: +1033,Alexandr Romanov
2022-04-30,UFC Fight Night: Font vs. Vera,Joanderson Brito,2022-04-10 08:08:00 - price: +215,2022-04-28 20:36:00 - price: +200,2022-04-30 20:52:00 - price: +208,Andre Fili,2022-04-10 08:08:00 - price: -255,2022-04-28 20:36:00 - price: -248,2022-04-30 20:52:00 - price: -257,Joanderson Brito
2022-04-30,UFC Fight Night: Font vs. Vera,Rob Font,2022-04-07 20:00:00 - price: -175,2022-04-28 21:32:00 - price: -136,2022-04-30 21:50:00 - price: -116,Marlon Vera,2022-04-07 20:00:00 - price: +150,2022-04-28 21:32:00 - price: +113,2022-04-30 21:50:00 - price: -105,Marlon Vera
2022-04-30,UFC Fight Night: Font vs. Vera,Mike Breeden,2022-04-18 21:02:00 - price: +205,2022-04-28 17:36:00 - price: +162,2022-04-30 17:07:00 - price: +174,Natan Levy,2022-04-18 21:02:00 - price: -240,2022-04-28 17:36:00 - price: -196,2022-04-30 17:07:00 - price: -213,Natan Levy
2022-04-30,UFC Fight Night: Font vs. Vera,Gina Mazany,2022-04-10 10:38:00 - price: -175,2022-04-28 17:06:00 - price: -179,2022-04-30 16:37:00 - price: -199,Shanna Young,2022-04-10 10:38:00 - price: +150,2022-04-28 17:06:00 - price: +150,2022-04-30 16:37:00 - price: +164,Shanna Young
2022-04-23,UFC Fight Night: Lemos vs. Andrade,Dwight Grant,2022-03-29 09:10:00 - price: +165,2022-04-21 19:50:00 - price: -102,2022-04-23 20:38:00 - price: +103,Sergey Khandozhko,2022-03-29 09:10:00 - price: -190,2022-04-21 19:50:00 - price: -120,2022-04-23 20:38:00 - price: -124,Sergey Khandozhko
2022-04-23,UFC Fight Night: Lemos vs. Andrade,Charles Jourdain,2022-03-29 09:02:00 - price: -120,2022-04-21 21:16:00 - price: -117,2022-04-23 21:32:00 - price: -119,Lando Vannata,2022-03-29 09:02:00 - price: +100,2022-04-21 20:12:00 - price: -104,2022-04-23 21:32:00 - price: -102,Charles Jourdain
2022-04-23,UFC Fight Night: Lemos vs. Andrade,Philipe Lins,2022-04-09 17:22:00 - price: +130,2022-04-21 18:36:00 - price: +104,2022-04-23 20:00:00 - price: +104,Marcin Prachnio,2022-04-09 17:22:00 - price: -150,2022-04-21 18:36:00 - price: -128,2022-04-23 20:00:00 - price: -128,Philipe Lins
2022-04-23,UFC Fight Night: Lemos vs. Andrade,Evan Elder,2022-04-21 03:04:00 - price: -110,2022-04-21 19:08:00 - price: +102,2022-04-23 18:56:00 - price: +129,Preston Parsons,2022-04-21 03:04:00 - price: -110,2022-04-21 19:08:00 - price: -123,2022-04-23 18:56:00 - price: -155,Preston Parsons
2022-04-23,UFC Fight Night: Lemos vs. Andrade,Jessica Andrade,2022-03-29 08:32:00 - price: -200,2022-04-21 23:16:00 - price: -208,2022-04-23 22:46:00 - price: -241,Amanda Lemos,2022-03-29 08:32:00 - price: +170,2022-04-21 23:16:00 - price: +170,2022-04-23 22:46:00 - price: +198,Jessica Andrade
2022-04-23,UFC Fight Night: Lemos vs. Andrade,Clay Guida,2022-03-29 08:32:00 - price: +150,2022-04-21 22:38:00 - price: -112,2022-04-23 22:24:00 - price: -108,Claudio Puelles,2022-03-29 08:32:00 - price: -175,2022-04-21 22:38:00 - price: -109,2022-04-23 22:24:00 - price: -113,Claudio Puelles
2022-04-16,UFC Fight Night: UFC Fight Night 206,Vicente Luque,2022-03-23 23:30:00 - price: -210,2022-04-14 23:52:00 - price: -180,2022-04-16 23:28:00 - price: -182,Belal Muhammad,2022-03-23 23:30:00 - price: +180,2022-04-14 23:36:00 - price: +150,2022-04-16 23:28:00 - price: +153,Belal Muhammad
2022-04-16,UFC Fight Night: UFC Fight Night 206,Miguel Baeza,2022-03-23 23:32:00 - price: -140,2022-04-14 22:40:00 - price: -178,2022-04-16 22:24:00 - price: -175,Andre Fialho,2022-03-23 23:32:00 - price: +120,2022-04-14 22:40:00 - price: +148,2022-04-16 22:24:00 - price: +145,Andre Fialho
2022-04-16,UFC Fight Night: UFC Fight Night 206,Devin Clark,2022-04-01 19:56:00 - price: -150,2022-04-14 20:10:00 - price: -175,2022-04-16 20:15:00 - price: -176,William Knight,2022-04-01 19:56:00 - price: +130,2022-04-14 20:10:00 - price: +145,2022-04-16 20:15:00 - price: +146,Devin Clark
2022-04-16,UFC Fight Night: UFC Fight Night 206,Sam Hughes,2022-03-23 23:30:00 - price: +180,2022-04-14 17:50:00 - price: +177,2022-04-16 17:47:00 - price: +196,Istela Nunes,2022-03-23 23:30:00 - price: -210,2022-04-14 17:50:00 - price: -218,2022-04-16 17:47:00 - price: -241,Sam Hughes
2022-04-16,UFC Fight Night: UFC Fight Night 206,Chris Barnett,2022-03-23 23:30:00 - price: +120,2022-04-14 18:42:00 - price: +191,2022-04-16 18:46:00 - price: +228,Martin Buday,2022-03-23 23:30:00 - price: -140,2022-04-14 18:42:00 - price: -238,2022-04-16 18:46:00 - price: -283,Martin Buday
2022-04-16,UFC Fight Night: UFC Fight Night 206,Rafa Garcia,2022-03-23 23:30:00 - price: -160,2022-04-14 19:02:00 - price: -109,2022-04-16 20:00:00 - price: +116,Jesse Ronson,2022-03-23 23:30:00 - price: +140,2022-04-14 19:02:00 - price: -112,2022-04-16 20:00:00 - price: -138,Rafa Garcia
2022-04-16,UFC Fight Night: UFC Fight Night 206,Caio Borralho,2022-03-23 23:32:00 - price: +130,2022-04-14 22:26:00 - price: +111,2022-04-16 22:46:00 - price: +103,Gadzhi Omargadzhiev,2022-03-23 23:32:00 - price: -150,2022-04-14 22:26:00 - price: -135,2022-04-16 22:46:00 - price: -125,Caio Borralho
2022-04-09,UFC 273,Aljamain Sterling,2022-03-06 01:00:00 - price: +285,2022-04-07 23:10:00 - price: +358,2022-04-10 00:18:00 - price: +323,Petr Yan,2022-03-06 01:00:00 - price: -350,2022-04-07 23:10:00 - price: -477,2022-04-10 00:18:00 - price: -425,Aljamain Sterling
2022-04-09,UFC 273,Aspen Ladd,2022-03-27 00:30:00 - price: +125,2022-04-07 20:40:00 - price: +154,2022-04-09 20:40:00 - price: +139,Raquel Pennington,2022-03-27 00:30:00 - price: -145,2022-04-07 20:40:00 - price: -185,2022-04-09 20:40:00 - price: -165,Raquel Pennington
2022-04-09,UFC 273,Josh Fremd,2022-03-29 14:46:00 - price: +130,2022-04-07 19:42:00 - price: +161,2022-04-09 21:13:00 - price: +159,Anthony Hernandez,2022-03-29 14:46:00 - price: -150,2022-04-07 19:42:00 - price: -196,2022-04-09 21:13:00 - price: -194,Anthony Hernandez
2022-04-09,UFC 273,Gilbert Burns,2022-11-15 15:52:00 - price: -110,2022-04-07 22:40:00 - price: +384,2022-04-09 23:38:00 - price: +391,Khamzat Chimaev,2022-11-15 15:52:00 - price: -110,2022-04-07 22:40:00 - price: -524,2022-04-09 23:38:00 - price: -525,Khamzat Chimaev
2022-04-09,UFC 273,Kay Hansen,2022-03-12 15:26:00 - price: -110,2022-04-07 19:18:00 - price: -102,2022-04-09 19:12:00 - price: +105,Piera Rodriguez,2022-03-12 15:26:00 - price: -110,2022-04-07 19:18:00 - price: -119,2022-04-09 19:12:00 - price: -128,Piera Rodriguez
2022-04-09,UFC 273,Chan Sung Jung,2022-01-11 20:30:00 - price: +265,2022-04-07 23:36:00 - price: +511,2022-04-10 01:12:00 - price: +461,Alexander Volkanovski,2022-01-11 20:30:00 - price: -330,2022-04-07 23:36:00 - price: -754,2022-04-10 01:12:00 - price: -661,Alexander Volkanovski
2022-04-09,UFC 273,Aleksei Oleinik,2022-03-31 17:16:00 - price: -135,2022-04-07 19:26:00 - price: -110,2022-04-09 19:39:00 - price: +117,Jared Vanderaa,2022-03-31 17:16:00 - price: +115,2022-04-07 19:26:00 - price: -110,2022-04-09 19:39:00 - price: -141,Aleksei Oleinik
2022-04-09,UFC 273,Julio Arce,2022-03-12 15:26:00 - price: -160,2022-04-07 18:10:00 - price: -192,2022-04-09 18:43:00 - price: -197,Daniel Santos,2022-03-12 15:26:00 - price: +140,2022-04-07 18:10:00 - price: +160,2022-04-09 18:43:00 - price: +162,Julio Arce
2022-03-26,UFC Fight Night 207,David Dvorak,2022-03-10 01:20:00 - price: -110,2022-03-24 16:30:00 - price: -127,2022-03-26 16:50:00 - price: -131,Matheus Nicolau,2022-03-10 01:20:00 - price: -110,2022-03-24 16:30:00 - price: +105,2022-03-26 16:50:00 - price: +108,Matheus Nicolau
2022-03-26,UFC Fight Night 207,Aliaskhab Khizriev,2022-03-13 16:16:00 - price: -300,2022-03-24 17:32:00 - price: -839,2022-03-26 17:52:00 - price: -1014,Denis Tiuliulin,2022-03-13 16:16:00 - price: +240,2022-03-24 17:32:00 - price: +552,2022-03-26 17:52:00 - price: +621,Aliaskhab Khizriev
2022-03-26,UFC Fight Night 207,Sara McMann,2022-03-10 01:20:00 - price: +170,2022-03-24 18:10:00 - price: +176,2022-03-26 18:40:00 - price: +195,Karol Rosa,2022-03-10 01:20:00 - price: -200,2022-03-24 18:10:00 - price: -216,2022-03-26 18:40:00 - price: -243,Sara McMann
2022-03-26,UFC Fight Night 207,Luis Saldana,2022-03-10 01:20:00 - price: -110,2022-03-24 16:10:00 - price: -105,2022-03-26 16:20:00 - price: +119,Bruno Souza,2022-03-10 01:20:00 - price: -110,2022-03-24 16:10:00 - price: -115,2022-03-26 16:20:00 - price: -142,Luis Saldana
2022-03-26,UFC Fight Night 207,Alexa Grasso,2022-03-10 01:18:00 - price: -185,2022-03-24 21:16:00 - price: -243,2022-03-26 21:30:00 - price: -278,Joanne Wood,2022-03-10 01:18:00 - price: +160,2022-03-24 21:16:00 - price: +197,2022-03-26 21:30:00 - price: +224,Alexa Grasso
2022-03-26,UFC Fight Night 207,Viacheslav Borshchev,2022-03-10 01:20:00 - price: -155,2022-03-24 19:16:00 - price: -157,2022-03-26 19:16:00 - price: -148,Marc Diakiese,2022-03-10 01:20:00 - price: +135,2022-03-24 19:16:00 - price: +130,2022-03-26 19:16:00 - price: +123,Marc Diakiese
